distance,slope,elevation
626,0.057778318,229.782624
627,0.057923992,229.8443867
628,0.058069666,229.9061494
629,0.05821534,229.9679121
630,0.058361014,230.0296749
631,0.058506688,230.0914376
632,0.058652361,230.1532003
633,0.058798035,230.214963
634,0.058943709,230.2767258
635,0.059089383,230.3384885
636,0.059235057,230.4002512
637,0.05938073,230.4620139
638,0.059526404,230.5237766
639,0.059672078,230.5855394
640,0.059817752,230.6473021
641,0.059963426,230.7090648
642,0.0601091,230.7708275
643,0.060254773,230.8325903
644,0.060400447,230.894353
645,0.060546121,230.9561157
646,0.060345924,231.0100803
647,0.060145727,231.0640449
648,0.05994553,231.1180096
649,0.059745334,231.1719742
650,0.059545137,231.2259388
651,0.05934494,231.2799034
652,0.059144743,231.333868
653,0.058944546,231.3878326
654,0.058744349,231.4417973
655,0.058544152,231.4957619
656,0.058343955,231.5497265
657,0.058143759,231.6036911
658,0.057943562,231.6576557
659,0.057743365,231.7116203
660,0.057543168,231.765585
661,0.057342971,231.8195496
662,0.057142774,231.8735142
663,0.056942577,231.9274788
664,0.05674238,231.9814434
665,0.056542183,232.035408
666,0.056341987,232.0893727
667,0.05614179,232.1433373
668,0.055941593,232.1973019
669,0.055741396,232.2512665
670,0.055387055,232.2918632
671,0.055032713,232.3324599
672,0.054678372,232.3730566
673,0.054324031,232.4136533
674,0.053969689,232.45425
675,0.053615348,232.4948467
676,0.053261007,232.5354434
677,0.052906665,232.5760401
678,0.052552324,232.6166368
679,0.052197983,232.6572335
680,0.051843641,232.6978302
681,0.0514893,232.7384269
682,0.051134959,232.7790236
683,0.050780617,232.8196203
684,0.050426276,232.860217
685,0.050071935,232.9008137
686,0.049717593,232.9414104
687,0.049363252,232.9820071
688,0.049008911,233.0226038
689,0.048654569,233.0632005
690,0.048300228,233.1037972
691,0.047945887,233.144394
692,0.047591545,233.1849907
693,0.047237204,233.2255874
694,0.046882862,233.2661841
695,0.046528521,233.3067808
696,0.04617418,233.3473775
697,0.045819838,233.3879742
698,0.045465497,233.4285709
699,0.045111156,233.4691676
700,0.044756814,233.5097643
701,0.044402473,233.550361
702,0.044048132,233.5909577
703,0.04369379,233.6315544
704,0.043339449,233.6721511
705,0.042985108,233.7127478
706,0.042630766,233.7533445
707,0.042276425,233.7939412
708,0.041922084,233.8345379
709,0.041567742,233.8751346
710,0.041213401,233.9157313
711,0.04085906,233.956328
712,0.040504718,233.9969247
713,0.040150377,234.0375214
714,0.040284546,234.0800092
715,0.040418716,234.1224969
716,0.040552885,234.1649847
717,0.040687054,234.2074725
718,0.040821223,234.2499602
719,0.040955393,234.292448
720,0.041089562,234.3349358
721,0.041223731,234.3774235
722,0.0413579,234.4199113
723,0.04149207,234.4623991
724,0.041626239,234.5048868
725,0.041760408,234.5473746
726,0.041894577,234.5898623
727,0.042028747,234.6323501
728,0.042162916,234.6748379
729,0.042297085,234.7173256
730,0.042431254,234.7598134
731,0.042565424,234.8023012
732,0.042699593,234.8447889
733,0.042833762,234.8872767
734,0.042967931,234.9297645
735,0.043102101,234.9722522
736,0.04323627,235.01474
737,0.043058468,235.055182
738,0.042880666,235.0956241
739,0.042702864,235.1360661
740,0.042525061,235.1765081
741,0.042347259,235.2169502
742,0.042169457,235.2573922
743,0.041991655,235.2978342
744,0.041813853,235.3382763
745,0.041636051,235.3787183
746,0.041458249,235.4191603
747,0.041280447,235.4596024
748,0.041102644,235.5000444
749,0.040924842,235.5404864
750,0.04074704,235.5809284
751,0.040569238,235.6213705
752,0.040391436,235.6618125
753,0.040213634,235.7022545
754,0.040035832,235.7426966
755,0.039858029,235.7831386
756,0.039680227,235.8235806
757,0.039502425,235.8640227
758,0.039324623,235.9044647
759,0.039356276,235.9447368
760,0.039387929,235.9850089
761,0.039419582,236.025281
762,0.039451235,236.0655531
763,0.039482888,236.1058252
764,0.039514541,236.1460973
765,0.039546194,236.1863694
766,0.039577847,236.2266415
767,0.0396095,236.2669136
768,0.039641153,236.3071857
769,0.039672807,236.3474579
770,0.03970446,236.38773
771,0.039736113,236.4280021
772,0.039767766,236.4682742
773,0.039799419,236.5085463
774,0.039831072,236.5488184
775,0.039862725,236.5890905
776,0.039894378,236.6293626
777,0.039926031,236.6696347
778,0.039957684,236.7099068
779,0.039989337,236.7501789
780,0.04002099,236.790451
781,0.040155559,236.8359328
782,0.040290128,236.8814147
783,0.040424697,236.9268965
784,0.040559266,236.9723783
785,0.040693835,237.0178602
786,0.040828404,237.063342
787,0.040962973,237.1088239
788,0.041097542,237.1543057
789,0.041232111,237.1997875
790,0.04136668,237.2452694
791,0.04150125,237.2907512
792,0.041635819,237.336233
793,0.041770388,237.3817149
794,0.041904957,237.4271967
795,0.042039526,237.4726786
796,0.042174095,237.5181604
797,0.042308664,237.5636422
798,0.042443233,237.6091241
799,0.042577802,237.6546059
800,0.042712371,237.7000877
801,0.04284694,237.7455696
802,0.042981509,237.7910514
803,0.043116078,237.8365333
804,0.043250647,237.8820151
805,0.043385216,237.9274969
806,0.043519785,237.9729788
807,0.043654354,238.0184606
808,0.043788923,238.0639424
809,0.043923492,238.1094243
810,0.044058061,238.1549061
811,0.04419263,238.200388
812,0.044327199,238.2458698
813,0.044461769,238.2913516
814,0.044596338,238.3368335
815,0.044730907,238.3823153
816,0.044865476,238.4277971
817,0.045000045,238.473279
818,0.045134614,238.5187608
819,0.045269183,238.5642427
820,0.045403752,238.6097245
821,0.045538321,238.6552063
822,0.04567289,238.7006882
823,0.045807459,238.74617
824,0.046939847,238.8183326
825,0.048072235,238.8904953
826,0.049204623,238.9626579
827,0.050337012,239.0348205
828,0.0514694,239.1069831
829,0.052601788,239.1791458
830,0.053734176,239.2513084
831,0.054866564,239.323471
832,0.055998952,239.3956337
833,0.05713134,239.4677963
834,0.058263728,239.5399589
835,0.059396117,239.6121215
836,0.060528505,239.6842842
837,0.061660893,239.7564468
838,0.062793281,239.8286094
839,0.063925669,239.9007721
840,0.065058057,239.9729347
841,0.066190445,240.0450973
842,0.067322833,240.11726
843,0.068455222,240.1894226
844,0.06958761,240.2615852
845,0.070719998,240.3337478
846,0.071852386,240.4059105
847,0.072984774,240.4780731
848,0.073805479,240.5689045
849,0.074626184,240.6597359
850,0.075446889,240.7505673
851,0.076267594,240.8413987
852,0.077088299,240.9322301
853,0.077909004,241.0230616
854,0.078729709,241.113893
855,0.079550414,241.2047244
856,0.080371119,241.2955558
857,0.081191824,241.3863872
858,0.082012529,241.4772186
859,0.082833233,241.56805
860,0.083653938,241.6588814
861,0.084474643,241.7497128
862,0.085295348,241.8405442
863,0.086116053,241.9313756
864,0.086936758,242.0222071
865,0.087757463,242.1130385
866,0.088578168,242.2038699
867,0.089398873,242.2947013
868,0.090219578,242.3855327
869,0.091040283,242.4763641
870,0.090921913,242.5631086
871,0.090803542,242.6498531
872,0.090685172,242.7365975
873,0.090566801,242.823342
874,0.090448431,242.9100865
875,0.09033006,242.996831
876,0.09021169,243.0835755
877,0.090093319,243.17032
878,0.089974949,243.2570644
879,0.089856578,243.3438089
880,0.089738208,243.4305534
881,0.089619838,243.5172979
882,0.089501467,243.6040424
883,0.089383097,243.6907868
884,0.089264726,243.7775313
885,0.089146356,243.8642758
886,0.089027985,243.9510203
887,0.088909615,244.0377648
888,0.088791244,244.1245093
889,0.088672874,244.2112537
890,0.088554503,244.2979982
891,0.088436133,244.3847427
892,0.088317763,244.4714872
893,0.088199392,244.5582317
894,0.088081022,244.6449761
895,0.087962651,244.7317206
896,0.087844281,244.8184651
897,0.08772591,244.9052096
898,0.08760754,244.9919541
899,0.087489169,245.0786986
900,0.087370799,245.165443
901,0.087252428,245.2521875
902,0.087134058,245.338932
903,0.087015688,245.4256765
904,0.086897317,245.512421
905,0.086778947,245.5991654
906,0.086660576,245.6859099
907,0.086542206,245.7726544
908,0.086423835,245.8593989
909,0.086305465,245.9461434
910,0.086187094,246.0328879
911,0.086068724,246.1196323
912,0.085950353,246.2063768
913,0.085831983,246.2931213
914,0.086287088,246.39079
915,0.086742193,246.4884588
916,0.087197298,246.5861275
917,0.087652404,246.6837962
918,0.088107509,246.781465
919,0.088562614,246.8791337
920,0.089017719,246.9768025
921,0.089472824,247.0744712
922,0.089927929,247.1721399
923,0.090383034,247.2698087
924,0.09083814,247.3674774
925,0.091293245,247.4651461
926,0.09174835,247.5628149
927,0.092203455,247.6604836
928,0.09265856,247.7581523
929,0.093113665,247.8558211
930,0.09356877,247.9534898
931,0.094023875,248.0511586
932,0.094478981,248.1488273
933,0.094934086,248.246496
934,0.095389191,248.3441648
935,0.095844296,248.4418335
936,0.095471026,248.5197197
937,0.095097755,248.5976058
938,0.094724485,248.675492
939,0.094351215,248.7533782
940,0.093977945,248.8312643
941,0.093604674,248.9091505
942,0.093231404,248.9870367
943,0.092858134,249.0649228
944,0.092484864,249.142809
945,0.092111593,249.2206952
946,0.091738323,249.2985813
947,0.091365053,249.3764675
948,0.090991783,249.4543537
949,0.090618512,249.5322398
950,0.090245242,249.610126
951,0.089871972,249.6880122
952,0.089498702,249.7658983
953,0.089125431,249.8437845
954,0.088752161,249.9216707
955,0.088378891,249.9995568
956,0.088005621,250.077443
957,0.08763235,250.1553292
958,0.08725908,250.2332154
959,0.08688581,250.3111015
960,0.086512539,250.3889877
961,0.086139269,250.4668739
962,0.085765999,250.54476
963,0.085392729,250.6226462
964,0.085019458,250.7005324
965,0.084646188,250.7784185
966,0.084272918,250.8563047
967,0.083899648,250.9341909
968,0.083526377,251.012077
969,0.083153107,251.0899632
970,0.082779837,251.1678494
971,0.082406567,251.2457355
972,0.082033296,251.3236217
973,0.081660026,251.4015079
974,0.081286756,251.479394
975,0.080913486,251.5572802
976,0.080540215,251.6351664
977,0.080166945,251.7130525
978,0.079793675,251.7909387
979,0.079420405,251.8688249
980,0.079047134,251.946711
981,0.078673864,252.0245972
982,0.077963369,252.0883724
983,0.077252875,252.1521476
984,0.07654238,252.2159228
985,0.075831886,252.279698
986,0.075121391,252.3434732
987,0.074410897,252.4072484
988,0.073700402,252.4710236
989,0.072989907,252.5347988
990,0.072279413,252.598574
991,0.071568918,252.6623492
992,0.070858424,252.7261243
993,0.070147929,252.7898995
994,0.069437435,252.8536747
995,0.06872694,252.9174499
996,0.068016445,252.9812251
997,0.067305951,253.0450003
998,0.066595456,253.1087755
999,0.065884962,253.1725507
1000,0.065174467,253.2363259
1001,0.064463973,253.3001011
